Vocab size: 100
Model config: {'vocab_size': 100, 'd_model': 256, 'd_ff': 2048, 'n_head': 8, 'd_kv': 64, 'n_encoder_layers': 4, 'n_decoder_layers': 4, 'dropout': 0.04, 'attn_dropout': 0.0, 'relative_attention_num_buckets': 32, 'relative_attention_max_distance': 128}
Pretrained: embedding mapped 38/100 tokens
Pretrained: loaded encoder (4L) + decoder (4L) weights from /home/saumya/.cache/autoresearch/pretrained/models/pretrain/simple
Total parameters: 14,712,576
Estimated FLOPs per sample: 8.827546e+07
Time budget: 300s

step 12059 (87.3%) | loss: 0.018896 | mae: 31.66 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12060 (87.3%) | loss: 0.018522 | mae: 40.46 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12061 (87.3%) | loss: 0.018881 | mae: 29.92 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12062 (87.4%) | loss: 0.018785 | mae: 29.18 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12063 (87.4%) | loss: 0.018760 | mae: 37.44 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12064 (87.4%) | loss: 0.017666 | mae: 34.99 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12065 (87.4%) | loss: 0.017343 | mae: 25.27 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12066 (87.4%) | loss: 0.017283 | mae: 32.57 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12067 (87.4%) | loss: 0.017762 | mae: 32.01 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12068 (87.4%) | loss: 0.017696 | mae: 35.92 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12069 (87.4%) | loss: 0.017861 | mae: 33.37 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12070 (87.4%) | loss: 0.017421 | mae: 29.98 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12071 (87.4%) | loss: 0.017146 | mae: 25.80 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12072 (87.4%) | loss: 0.017736 | mae: 26.14 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12073 (87.4%) | loss: 0.017885 | mae: 29.78 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12074 (87.4%) | loss: 0.017760 | mae: 28.10 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12075 (87.4%) | loss: 0.017633 | mae: 24.29 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12076 (87.5%) | loss: 0.017611 | mae: 21.00 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12077 (87.5%) | loss: 0.017021 | mae: 31.46 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12078 (87.5%) | loss: 0.017082 | mae: 37.61 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12079 (87.5%) | loss: 0.017381 | mae: 28.88 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12080 (87.5%) | loss: 0.017442 | mae: 37.22 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12081 (87.5%) | loss: 0.017444 | mae: 32.46 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 38s    
step 12082 (87.5%) | loss: 0.017256 | mae: 33.70 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12083 (87.5%) | loss: 0.017397 | mae: 32.45 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12084 (87.5%) | loss: 0.016940 | mae: 29.92 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12085 (87.5%) | loss: 0.017190 | mae: 33.02 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12086 (87.5%) | loss: 0.017123 | mae: 39.05 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12087 (87.5%) | loss: 0.017451 | mae: 37.28 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12088 (87.5%) | loss: 0.017471 | mae: 32.50 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12089 (87.5%) | loss: 0.017874 | mae: 34.63 | lrm: 0.42 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12090 (87.6%) | loss: 0.017877 | mae: 34.78 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12091 (87.6%) | loss: 0.018135 | mae: 39.11 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12092 (87.6%) | loss: 0.017957 | mae: 37.76 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12093 (87.6%) | loss: 0.017565 | mae: 43.00 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12094 (87.6%) | loss: 0.017444 | mae: 41.01 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12095 (87.6%) | loss: 0.017318 | mae: 32.23 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12096 (87.6%) | loss: 0.017468 | mae: 32.47 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12097 (87.6%) | loss: 0.017373 | mae: 34.02 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12098 (87.6%) | loss: 0.017681 | mae: 37.48 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12099 (87.6%) | loss: 0.018221 | mae: 35.93 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12100 (87.6%) | loss: 0.018211 | mae: 28.34 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12101 (87.6%) | loss: 0.019356 | mae: 31.80 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12102 (87.6%) | loss: 0.019199 | mae: 39.21 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12103 (87.7%) | loss: 0.018984 | mae: 40.21 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12104 (87.7%) | loss: 0.018980 | mae: 33.38 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12105 (87.7%) | loss: 0.018359 | mae: 34.76 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12106 (87.7%) | loss: 0.018246 | mae: 37.62 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12107 (87.7%) | loss: 0.017480 | mae: 32.66 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12108 (87.7%) | loss: 0.017717 | mae: 36.34 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12109 (87.7%) | loss: 0.017634 | mae: 32.82 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12110 (87.7%) | loss: 0.017513 | mae: 40.20 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12111 (87.7%) | loss: 0.017581 | mae: 37.31 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12112 (87.7%) | loss: 0.017270 | mae: 33.39 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12113 (87.7%) | loss: 0.017047 | mae: 29.38 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12114 (87.7%) | loss: 0.017292 | mae: 28.53 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12115 (87.7%) | loss: 0.017419 | mae: 32.48 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12116 (87.7%) | loss: 0.017072 | mae: 29.41 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12117 (87.8%) | loss: 0.017508 | mae: 22.29 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12118 (87.8%) | loss: 0.018166 | mae: 29.96 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12119 (87.8%) | loss: 0.017802 | mae: 31.09 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12120 (87.8%) | loss: 0.017501 | mae: 33.43 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12121 (87.8%) | loss: 0.017265 | mae: 23.75 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12122 (87.8%) | loss: 0.018482 | mae: 26.60 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12123 (87.8%) | loss: 0.018815 | mae: 26.89 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12124 (87.8%) | loss: 0.018078 | mae: 34.75 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12125 (87.8%) | loss: 0.018573 | mae: 33.58 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12126 (87.8%) | loss: 0.017747 | mae: 23.63 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12127 (87.8%) | loss: 0.018576 | mae: 28.19 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 37s    
step 12128 (87.8%) | loss: 0.018066 | mae: 33.08 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12129 (87.8%) | loss: 0.017944 | mae: 36.25 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12130 (87.8%) | loss: 0.017392 | mae: 29.47 | lrm: 0.41 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12131 (87.9%) | loss: 0.017988 | mae: 30.28 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12132 (87.9%) | loss: 0.017660 | mae: 34.98 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12133 (87.9%) | loss: 0.018033 | mae: 32.08 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12134 (87.9%) | loss: 0.018799 | mae: 32.31 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12135 (87.9%) | loss: 0.018486 | mae: 32.44 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12136 (87.9%) | loss: 0.018350 | mae: 35.08 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12137 (87.9%) | loss: 0.018500 | mae: 36.77 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12138 (87.9%) | loss: 0.017996 | mae: 35.80 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12139 (87.9%) | loss: 0.018075 | mae: 37.02 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12140 (87.9%) | loss: 0.018175 | mae: 29.13 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12141 (87.9%) | loss: 0.018331 | mae: 28.89 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12142 (87.9%) | loss: 0.018353 | mae: 31.95 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12143 (87.9%) | loss: 0.019590 | mae: 28.62 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12144 (87.9%) | loss: 0.019647 | mae: 28.57 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12145 (88.0%) | loss: 0.019345 | mae: 38.34 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12146 (88.0%) | loss: 0.018761 | mae: 26.12 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12147 (88.0%) | loss: 0.019290 | mae: 35.06 | lrm: 0.40 | dt: 22ms | epoch: 75 | remaining: 36s    
step 12148 (88.0%) | loss: 0.018811 | mae: 33.26 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12149 (88.0%) | loss: 0.018669 | mae: 26.60 | lrm: 0.40 | dt: 23ms | epoch: 76 | remaining: 36s    
step 12150 (88.0%) | loss: 0.018697 | mae: 28.34 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12151 (88.0%) | loss: 0.018340 | mae: 31.59 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12152 (88.0%) | loss: 0.018476 | mae: 32.02 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12153 (88.0%) | loss: 0.018046 | mae: 34.33 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12154 (88.0%) | loss: 0.018557 | mae: 32.41 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12155 (88.0%) | loss: 0.018119 | mae: 36.93 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12156 (88.0%) | loss: 0.018009 | mae: 36.06 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12157 (88.0%) | loss: 0.017928 | mae: 28.60 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12158 (88.1%) | loss: 0.017213 | mae: 27.11 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12159 (88.1%) | loss: 0.017072 | mae: 37.95 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12160 (88.1%) | loss: 0.017778 | mae: 33.59 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12161 (88.1%) | loss: 0.017862 | mae: 33.01 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12162 (88.1%) | loss: 0.017501 | mae: 33.43 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12163 (88.1%) | loss: 0.017723 | mae: 36.59 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12164 (88.1%) | loss: 0.017629 | mae: 30.88 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12165 (88.1%) | loss: 0.017520 | mae: 35.54 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12166 (88.1%) | loss: 0.017663 | mae: 35.03 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12167 (88.1%) | loss: 0.017651 | mae: 27.53 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12168 (88.1%) | loss: 0.018456 | mae: 36.58 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12169 (88.1%) | loss: 0.017986 | mae: 29.40 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12170 (88.1%) | loss: 0.017909 | mae: 36.99 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12171 (88.1%) | loss: 0.017891 | mae: 30.68 | lrm: 0.40 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12172 (88.2%) | loss: 0.017906 | mae: 33.61 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12173 (88.2%) | loss: 0.017543 | mae: 28.62 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 36s    
step 12174 (88.2%) | loss: 0.017784 | mae: 28.34 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12175 (88.2%) | loss: 0.018100 | mae: 34.44 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12176 (88.2%) | loss: 0.017999 | mae: 31.29 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12177 (88.2%) | loss: 0.018410 | mae: 35.59 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12178 (88.2%) | loss: 0.018555 | mae: 37.36 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12179 (88.2%) | loss: 0.017873 | mae: 38.12 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12180 (88.2%) | loss: 0.018812 | mae: 38.60 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12181 (88.2%) | loss: 0.018557 | mae: 27.61 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12182 (88.2%) | loss: 0.018278 | mae: 43.28 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12183 (88.2%) | loss: 0.018067 | mae: 41.15 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12184 (88.2%) | loss: 0.017386 | mae: 36.83 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12185 (88.2%) | loss: 0.017435 | mae: 28.40 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12186 (88.3%) | loss: 0.017608 | mae: 31.54 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12187 (88.3%) | loss: 0.017293 | mae: 35.40 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12188 (88.3%) | loss: 0.017169 | mae: 36.16 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12189 (88.3%) | loss: 0.017290 | mae: 32.08 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12190 (88.3%) | loss: 0.017541 | mae: 32.58 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12191 (88.3%) | loss: 0.017397 | mae: 32.27 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12192 (88.3%) | loss: 0.017776 | mae: 36.91 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12193 (88.3%) | loss: 0.017492 | mae: 34.12 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12194 (88.3%) | loss: 0.017422 | mae: 33.57 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12195 (88.3%) | loss: 0.016767 | mae: 30.18 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12196 (88.3%) | loss: 0.017677 | mae: 27.90 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12197 (88.3%) | loss: 0.018518 | mae: 30.19 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12198 (88.3%) | loss: 0.018514 | mae: 31.86 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12199 (88.3%) | loss: 0.019156 | mae: 30.50 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12200 (88.4%) | loss: 0.019124 | mae: 33.03 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12201 (88.4%) | loss: 0.018530 | mae: 29.34 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12202 (88.4%) | loss: 0.018249 | mae: 29.39 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12203 (88.4%) | loss: 0.017960 | mae: 28.16 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12204 (88.4%) | loss: 0.018210 | mae: 32.09 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12205 (88.4%) | loss: 0.017821 | mae: 34.38 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12206 (88.4%) | loss: 0.017633 | mae: 39.47 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12207 (88.4%) | loss: 0.017728 | mae: 29.37 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12208 (88.4%) | loss: 0.017478 | mae: 37.77 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12209 (88.4%) | loss: 0.017382 | mae: 42.25 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12210 (88.4%) | loss: 0.017081 | mae: 33.52 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12211 (88.4%) | loss: 0.017781 | mae: 33.03 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12212 (88.4%) | loss: 0.017598 | mae: 29.35 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12213 (88.4%) | loss: 0.018132 | mae: 32.23 | lrm: 0.39 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12214 (88.5%) | loss: 0.017752 | mae: 34.14 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12215 (88.5%) | loss: 0.017428 | mae: 32.92 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12216 (88.5%) | loss: 0.018014 | mae: 25.31 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12217 (88.5%) | loss: 0.017470 | mae: 22.19 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12218 (88.5%) | loss: 0.017446 | mae: 26.60 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 35s    
step 12219 (88.5%) | loss: 0.017080 | mae: 27.22 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12220 (88.5%) | loss: 0.016842 | mae: 27.89 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12221 (88.5%) | loss: 0.016734 | mae: 32.62 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12222 (88.5%) | loss: 0.016798 | mae: 25.21 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12223 (88.5%) | loss: 0.016714 | mae: 39.85 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12224 (88.5%) | loss: 0.017954 | mae: 37.46 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12225 (88.5%) | loss: 0.017885 | mae: 33.01 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12226 (88.5%) | loss: 0.017995 | mae: 28.07 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12227 (88.6%) | loss: 0.017841 | mae: 35.27 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12228 (88.6%) | loss: 0.017551 | mae: 25.21 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12229 (88.6%) | loss: 0.017508 | mae: 33.23 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12230 (88.6%) | loss: 0.017487 | mae: 29.23 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12231 (88.6%) | loss: 0.017321 | mae: 30.71 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12232 (88.6%) | loss: 0.018348 | mae: 38.12 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12233 (88.6%) | loss: 0.018113 | mae: 31.81 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12234 (88.6%) | loss: 0.017427 | mae: 38.14 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12235 (88.6%) | loss: 0.017272 | mae: 34.33 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12236 (88.6%) | loss: 0.016857 | mae: 31.91 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12237 (88.6%) | loss: 0.017472 | mae: 38.10 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12238 (88.6%) | loss: 0.017752 | mae: 24.53 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12239 (88.6%) | loss: 0.017646 | mae: 29.84 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12240 (88.6%) | loss: 0.017348 | mae: 31.54 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12241 (88.7%) | loss: 0.017652 | mae: 33.59 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12242 (88.7%) | loss: 0.018059 | mae: 31.28 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12243 (88.7%) | loss: 0.017817 | mae: 38.68 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12244 (88.7%) | loss: 0.017527 | mae: 34.42 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12245 (88.7%) | loss: 0.017553 | mae: 29.52 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12246 (88.7%) | loss: 0.017200 | mae: 34.72 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12247 (88.7%) | loss: 0.017696 | mae: 34.36 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12248 (88.7%) | loss: 0.017289 | mae: 35.86 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12249 (88.7%) | loss: 0.017347 | mae: 30.00 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12250 (88.7%) | loss: 0.017857 | mae: 21.90 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12251 (88.7%) | loss: 0.018506 | mae: 30.70 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12252 (88.7%) | loss: 0.018200 | mae: 34.68 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12253 (88.7%) | loss: 0.017717 | mae: 33.24 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12254 (88.7%) | loss: 0.017303 | mae: 27.67 | lrm: 0.38 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12255 (88.8%) | loss: 0.017413 | mae: 30.70 | lrm: 0.37 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12256 (88.8%) | loss: 0.018971 | mae: 34.27 | lrm: 0.37 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12257 (88.8%) | loss: 0.018907 | mae: 24.63 | lrm: 0.37 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12258 (88.8%) | loss: 0.018949 | mae: 29.00 | lrm: 0.37 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12259 (88.8%) | loss: 0.019124 | mae: 31.36 | lrm: 0.37 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12260 (88.8%) | loss: 0.018287 | mae: 36.08 | lrm: 0.37 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12261 (88.8%) | loss: 0.017685 | mae: 30.73 | lrm: 0.37 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12262 (88.8%) | loss: 0.017771 | mae: 28.86 | lrm: 0.37 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12263 (88.8%) | loss: 0.018007 | mae: 32.63 | lrm: 0.37 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12264 (88.8%) | loss: 0.018290 | mae: 28.35 | lrm: 0.37 | dt: 22ms | epoch: 76 | remaining: 34s    
step 12265 (88.8%) | loss: 0.017810 | mae: 36.52 | lrm: 0.37 | dt: 22ms | epoch: 76 | remaining: 33s    
